,depot,INST0280_N25_W10_P000,INST0280_N25_W10_D000,INST0280_N25_W10_P001,INST0280_N25_W10_D001,INST0280_N25_W10_P002,INST0280_N25_W10_D002,INST0280_N25_W10_P003,INST0280_N25_W10_D003,INST0280_N25_W10_P004,INST0280_N25_W10_D004,INST0280_N25_W10_P005,INST0280_N25_W10_D005,INST0280_N25_W10_P006,INST0280_N25_W10_D006,INST0280_N25_W10_P007,INST0280_N25_W10_D007,INST0280_N25_W10_P008,INST0280_N25_W10_D008,INST0280_N25_W10_P009,INST0280_N25_W10_D009,INST0280_N25_W10_P010,INST0280_N25_W10_D010,INST0280_N25_W10_P011,INST0280_N25_W10_D011,INST0280_N25_W10_P012,INST0280_N25_W10_D012,INST0280_N25_W10_P013,INST0280_N25_W10_D013,INST0280_N25_W10_P014,INST0280_N25_W10_D014,INST0280_N25_W10_P015,INST0280_N25_W10_D015,INST0280_N25_W10_P016,INST0280_N25_W10_D016,INST0280_N25_W10_P017,INST0280_N25_W10_D017,INST0280_N25_W10_P018,INST0280_N25_W10_D018,INST0280_N25_W10_P019,INST0280_N25_W10_D019,INST0280_N25_W10_P020,INST0280_N25_W10_D020,INST0280_N25_W10_P021,INST0280_N25_W10_D021,INST0280_N25_W10_P022,INST0280_N25_W10_D022,INST0280_N25_W10_P023,INST0280_N25_W10_D023,INST0280_N25_W10_P024,INST0280_N25_W10_D024
depot,0.0,22.951,150.679,0.0,84.648,22.951,35.228,14.369,84.648,36.098,22.951,63.48,23.331,22.951,64.294,20.02,0.0,23.331,14.369,36.098,14.369,84.648,0.0,20.02,23.331,63.48,84.648,35.228,20.02,20.02,22.951,14.369,20.02,35.228,64.294,23.331,35.228,14.369,23.331,84.648,64.294,36.098,23.331,14.369,22.951,23.331,36.098,23.331,22.951,22.951,35.228
INST0280_N25_W10_P000,22.951,0.0,133.769,22.951,67.612,0.0,50.317,37.156,67.612,25.201,0.0,50.631,17.238,0.0,43.046,32.905,22.951,17.238,37.156,25.201,37.156,67.612,22.951,32.905,17.238,50.631,67.612,50.317,32.905,32.905,0.0,37.156,32.905,50.317,43.046,17.238,50.317,37.156,17.238,67.612,43.046,25.201,17.238,37.156,0.0,17.238,25.201,17.238,0.0,0.0,50.317
INST0280_N25_W10_D000,150.679,133.769,0.0,150.679,66.284,133.769,147.866,160.194,66.284,114.719,133.769,88.095,127.423,133.769,128.123,141.804,150.679,127.423,160.194,114.719,160.194,66.284,150.679,141.804,127.423,88.095,66.284,147.866,141.804,141.804,133.769,160.194,141.804,147.866,128.123,127.423,147.866,160.194,127.423,66.284,128.123,114.719,127.423,160.194,133.769,127.423,114.719,127.423,133.769,133.769,147.866
INST0280_N25_W10_P001,0.0,22.951,150.679,0.0,84.648,22.951,35.228,14.369,84.648,36.098,22.951,63.48,23.331,22.951,64.294,20.02,0.0,23.331,14.369,36.098,14.369,84.648,0.0,20.02,23.331,63.48,84.648,35.228,20.02,20.02,22.951,14.369,20.02,35.228,64.294,23.331,35.228,14.369,23.331,84.648,64.294,36.098,23.331,14.369,22.951,23.331,36.098,23.331,22.951,22.951,35.228
INST0280_N25_W10_D001,84.648,67.612,66.284,84.648,0.0,67.612,86.82,94.929,0.0,49.056,67.612,24.909,61.567,67.612,70.587,77.687,84.648,61.567,94.929,49.056,94.929,0.0,84.648,77.687,61.567,24.909,0.0,86.82,77.687,77.687,67.612,94.929,77.687,86.82,70.587,61.567,86.82,94.929,61.567,0.0,70.587,49.056,61.567,94.929,67.612,61.567,49.056,61.567,67.612,67.612,86.82
INST0280_N25_W10_P002,22.951,0.0,133.769,22.951,67.612,0.0,50.317,37.156,67.612,25.201,0.0,50.631,17.238,0.0,43.046,32.905,22.951,17.238,37.156,25.201,37.156,67.612,22.951,32.905,17.238,50.631,67.612,50.317,32.905,32.905,0.0,37.156,32.905,50.317,43.046,17.238,50.317,37.156,17.238,67.612,43.046,25.201,17.238,37.156,0.0,17.238,25.201,17.238,0.0,0.0,50.317
INST0280_N25_W10_D002,35.228,50.317,147.866,35.228,86.82,50.317,0.0,28.407,86.82,43.098,50.317,61.972,36.679,50.317,92.961,17.435,35.228,36.679,28.407,43.098,28.407,86.82,35.228,17.435,36.679,61.972,86.82,0.0,17.435,17.435,50.317,28.407,17.435,0.0,92.961,36.679,0.0,28.407,36.679,86.82,92.961,43.098,36.679,28.407,50.317,36.679,43.098,36.679,50.317,50.317,0.0
INST0280_N25_W10_P003,14.369,37.156,160.194,14.369,94.929,37.156,28.407,0.0,94.929,45.89,37.156,72.151,33.728,37.156,78.578,20.081,14.369,33.728,0.0,45.89,0.0,94.929,14.369,20.081,33.728,72.151,94.929,28.407,20.081,20.081,37.156,0.0,20.081,28.407,78.578,33.728,28.407,0.0,33.728,94.929,78.578,45.89,33.728,0.0,37.156,33.728,45.89,33.728,37.156,37.156,28.407
INST0280_N25_W10_D003,84.648,67.612,66.284,84.648,0.0,67.612,86.82,94.929,0.0,49.056,67.612,24.909,61.567,67.612,70.587,77.687,84.648,61.567,94.929,49.056,94.929,0.0,84.648,77.687,61.567,24.909,0.0,86.82,77.687,77.687,67.612,94.929,77.687,86.82,70.587,61.567,86.82,94.929,61.567,0.0,70.587,49.056,61.567,94.929,67.612,61.567,49.056,61.567,67.612,67.612,86.82
INST0280_N25_W10_P004,36.098,25.201,114.719,36.098,49.056,25.201,43.098,45.89,49.056,0.0,25.201,27.496,12.767,25.201,56.961,29.878,36.098,12.767,45.89,0.0,45.89,49.056,36.098,29.878,12.767,27.496,49.056,43.098,29.878,29.878,25.201,45.89,29.878,43.098,56.961,12.767,43.098,45.89,12.767,49.056,56.961,0.0,12.767,45.89,25.201,12.767,0.0,12.767,25.201,25.201,43.098
INST0280_N25_W10_D004,22.951,0.0,133.769,22.951,67.612,0.0,50.317,37.156,67.612,25.201,0.0,50.631,17.238,0.0,43.046,32.905,22.951,17.238,37.156,25.201,37.156,67.612,22.951,32.905,17.238,50.631,67.612,50.317,32.905,32.905,0.0,37.156,32.905,50.317,43.046,17.238,50.317,37.156,17.238,67.612,43.046,25.201,17.238,37.156,0.0,17.238,25.201,17.238,0.0,0.0,50.317
INST0280_N25_W10_P005,63.48,50.631,88.095,63.48,24.909,50.631,61.972,72.151,24.909,27.496,50.631,0.0,40.204,50.631,68.471,53.818,63.48,40.204,72.151,27.496,72.151,24.909,63.48,53.818,40.204,0.0,24.909,61.972,53.818,53.818,50.631,72.151,53.818,61.972,68.471,40.204,61.972,72.151,40.204,24.909,68.471,27.496,40.204,72.151,50.631,40.204,27.496,40.204,50.631,50.631,61.972
INST0280_N25_W10_D005,23.331,17.238,127.423,23.331,61.567,17.238,36.679,33.728,61.567,12.767,17.238,40.204,0.0,17.238,57.051,20.56,23.331,0.0,33.728,12.767,33.728,61.567,23.331,20.56,0.0,40.204,61.567,36.679,20.56,20.56,17.238,33.728,20.56,36.679,57.051,0.0,36.679,33.728,0.0,61.567,57.051,12.767,0.0,33.728,17.238,0.0,12.767,0.0,17.238,17.238,36.679
INST0280_N25_W10_P006,22.951,0.0,133.769,22.951,67.612,0.0,50.317,37.156,67.612,25.201,0.0,50.631,17.238,0.0,43.046,32.905,22.951,17.238,37.156,25.201,37.156,67.612,22.951,32.905,17.238,50.631,67.612,50.317,32.905,32.905,0.0,37.156,32.905,50.317,43.046,17.238,50.317,37.156,17.238,67.612,43.046,25.201,17.238,37.156,0.0,17.238,25.201,17.238,0.0,0.0,50.317
INST0280_N25_W10_D006,64.294,43.046,128.123,64.294,70.587,43.046,92.961,78.578,70.587,56.961,43.046,68.471,57.051,43.046,0.0,75.699,64.294,57.051,78.578,56.961,78.578,70.587,64.294,75.699,57.051,68.471,70.587,92.961,75.699,75.699,43.046,78.578,75.699,92.961,0.0,57.051,92.961,78.578,57.051,70.587,0.0,56.961,57.051,78.578,43.046,57.051,56.961,57.051,43.046,43.046,92.961
INST0280_N25_W10_P007,20.02,32.905,141.804,20.02,77.687,32.905,17.435,20.081,77.687,29.878,32.905,53.818,20.56,32.905,75.699,0.0,20.02,20.56,20.081,29.878,20.081,77.687,20.02,0.0,20.56,53.818,77.687,17.435,0.0,0.0,32.905,20.081,0.0,17.435,75.699,20.56,17.435,20.081,20.56,77.687,75.699,29.878,20.56,20.081,32.905,20.56,29.878,20.56,32.905,32.905,17.435
INST0280_N25_W10_D007,0.0,22.951,150.679,0.0,84.648,22.951,35.228,14.369,84.648,36.098,22.951,63.48,23.331,22.951,64.294,20.02,0.0,23.331,14.369,36.098,14.369,84.648,0.0,20.02,23.331,63.48,84.648,35.228,20.02,20.02,22.951,14.369,20.02,35.228,64.294,23.331,35.228,14.369,23.331,84.648,64.294,36.098,23.331,14.369,22.951,23.331,36.098,23.331,22.951,22.951,35.228
INST0280_N25_W10_P008,23.331,17.238,127.423,23.331,61.567,17.238,36.679,33.728,61.567,12.767,17.238,40.204,0.0,17.238,57.051,20.56,23.331,0.0,33.728,12.767,33.728,61.567,23.331,20.56,0.0,40.204,61.567,36.679,20.56,20.56,17.238,33.728,20.56,36.679,57.051,0.0,36.679,33.728,0.0,61.567,57.051,12.767,0.0,33.728,17.238,0.0,12.767,0.0,17.238,17.238,36.679
INST0280_N25_W10_D008,14.369,37.156,160.194,14.369,94.929,37.156,28.407,0.0,94.929,45.89,37.156,72.151,33.728,37.156,78.578,20.081,14.369,33.728,0.0,45.89,0.0,94.929,14.369,20.081,33.728,72.151,94.929,28.407,20.081,20.081,37.156,0.0,20.081,28.407,78.578,33.728,28.407,0.0,33.728,94.929,78.578,45.89,33.728,0.0,37.156,33.728,45.89,33.728,37.156,37.156,28.407
INST0280_N25_W10_P009,36.098,25.201,114.719,36.098,49.056,25.201,43.098,45.89,49.056,0.0,25.201,27.496,12.767,25.201,56.961,29.878,36.098,12.767,45.89,0.0,45.89,49.056,36.098,29.878,12.767,27.496,49.056,43.098,29.878,29.878,25.201,45.89,29.878,43.098,56.961,12.767,43.098,45.89,12.767,49.056,56.961,0.0,12.767,45.89,25.201,12.767,0.0,12.767,25.201,25.201,43.098
INST0280_N25_W10_D009,14.369,37.156,160.194,14.369,94.929,37.156,28.407,0.0,94.929,45.89,37.156,72.151,33.728,37.156,78.578,20.081,14.369,33.728,0.0,45.89,0.0,94.929,14.369,20.081,33.728,72.151,94.929,28.407,20.081,20.081,37.156,0.0,20.081,28.407,78.578,33.728,28.407,0.0,33.728,94.929,78.578,45.89,33.728,0.0,37.156,33.728,45.89,33.728,37.156,37.156,28.407
INST0280_N25_W10_P010,84.648,67.612,66.284,84.648,0.0,67.612,86.82,94.929,0.0,49.056,67.612,24.909,61.567,67.612,70.587,77.687,84.648,61.567,94.929,49.056,94.929,0.0,84.648,77.687,61.567,24.909,0.0,86.82,77.687,77.687,67.612,94.929,77.687,86.82,70.587,61.567,86.82,94.929,61.567,0.0,70.587,49.056,61.567,94.929,67.612,61.567,49.056,61.567,67.612,67.612,86.82
INST0280_N25_W10_D010,0.0,22.951,150.679,0.0,84.648,22.951,35.228,14.369,84.648,36.098,22.951,63.48,23.331,22.951,64.294,20.02,0.0,23.331,14.369,36.098,14.369,84.648,0.0,20.02,23.331,63.48,84.648,35.228,20.02,20.02,22.951,14.369,20.02,35.228,64.294,23.331,35.228,14.369,23.331,84.648,64.294,36.098,23.331,14.369,22.951,23.331,36.098,23.331,22.951,22.951,35.228
INST0280_N25_W10_P011,20.02,32.905,141.804,20.02,77.687,32.905,17.435,20.081,77.687,29.878,32.905,53.818,20.56,32.905,75.699,0.0,20.02,20.56,20.081,29.878,20.081,77.687,20.02,0.0,20.56,53.818,77.687,17.435,0.0,0.0,32.905,20.081,0.0,17.435,75.699,20.56,17.435,20.081,20.56,77.687,75.699,29.878,20.56,20.081,32.905,20.56,29.878,20.56,32.905,32.905,17.435
INST0280_N25_W10_D011,23.331,17.238,127.423,23.331,61.567,17.238,36.679,33.728,61.567,12.767,17.238,40.204,0.0,17.238,57.051,20.56,23.331,0.0,33.728,12.767,33.728,61.567,23.331,20.56,0.0,40.204,61.567,36.679,20.56,20.56,17.238,33.728,20.56,36.679,57.051,0.0,36.679,33.728,0.0,61.567,57.051,12.767,0.0,33.728,17.238,0.0,12.767,0.0,17.238,17.238,36.679
INST0280_N25_W10_P012,63.48,50.631,88.095,63.48,24.909,50.631,61.972,72.151,24.909,27.496,50.631,0.0,40.204,50.631,68.471,53.818,63.48,40.204,72.151,27.496,72.151,24.909,63.48,53.818,40.204,0.0,24.909,61.972,53.818,53.818,50.631,72.151,53.818,61.972,68.471,40.204,61.972,72.151,40.204,24.909,68.471,27.496,40.204,72.151,50.631,40.204,27.496,40.204,50.631,50.631,61.972
INST0280_N25_W10_D012,84.648,67.612,66.284,84.648,0.0,67.612,86.82,94.929,0.0,49.056,67.612,24.909,61.567,67.612,70.587,77.687,84.648,61.567,94.929,49.056,94.929,0.0,84.648,77.687,61.567,24.909,0.0,86.82,77.687,77.687,67.612,94.929,77.687,86.82,70.587,61.567,86.82,94.929,61.567,0.0,70.587,49.056,61.567,94.929,67.612,61.567,49.056,61.567,67.612,67.612,86.82
INST0280_N25_W10_P013,35.228,50.317,147.866,35.228,86.82,50.317,0.0,28.407,86.82,43.098,50.317,61.972,36.679,50.317,92.961,17.435,35.228,36.679,28.407,43.098,28.407,86.82,35.228,17.435,36.679,61.972,86.82,0.0,17.435,17.435,50.317,28.407,17.435,0.0,92.961,36.679,0.0,28.407,36.679,86.82,92.961,43.098,36.679,28.407,50.317,36.679,43.098,36.679,50.317,50.317,0.0
INST0280_N25_W10_D013,20.02,32.905,141.804,20.02,77.687,32.905,17.435,20.081,77.687,29.878,32.905,53.818,20.56,32.905,75.699,0.0,20.02,20.56,20.081,29.878,20.081,77.687,20.02,0.0,20.56,53.818,77.687,17.435,0.0,0.0,32.905,20.081,0.0,17.435,75.699,20.56,17.435,20.081,20.56,77.687,75.699,29.878,20.56,20.081,32.905,20.56,29.878,20.56,32.905,32.905,17.435
INST0280_N25_W10_P014,20.02,32.905,141.804,20.02,77.687,32.905,17.435,20.081,77.687,29.878,32.905,53.818,20.56,32.905,75.699,0.0,20.02,20.56,20.081,29.878,20.081,77.687,20.02,0.0,20.56,53.818,77.687,17.435,0.0,0.0,32.905,20.081,0.0,17.435,75.699,20.56,17.435,20.081,20.56,77.687,75.699,29.878,20.56,20.081,32.905,20.56,29.878,20.56,32.905,32.905,17.435
INST0280_N25_W10_D014,22.951,0.0,133.769,22.951,67.612,0.0,50.317,37.156,67.612,25.201,0.0,50.631,17.238,0.0,43.046,32.905,22.951,17.238,37.156,25.201,37.156,67.612,22.951,32.905,17.238,50.631,67.612,50.317,32.905,32.905,0.0,37.156,32.905,50.317,43.046,17.238,50.317,37.156,17.238,67.612,43.046,25.201,17.238,37.156,0.0,17.238,25.201,17.238,0.0,0.0,50.317
INST0280_N25_W10_P015,14.369,37.156,160.194,14.369,94.929,37.156,28.407,0.0,94.929,45.89,37.156,72.151,33.728,37.156,78.578,20.081,14.369,33.728,0.0,45.89,0.0,94.929,14.369,20.081,33.728,72.151,94.929,28.407,20.081,20.081,37.156,0.0,20.081,28.407,78.578,33.728,28.407,0.0,33.728,94.929,78.578,45.89,33.728,0.0,37.156,33.728,45.89,33.728,37.156,37.156,28.407
INST0280_N25_W10_D015,20.02,32.905,141.804,20.02,77.687,32.905,17.435,20.081,77.687,29.878,32.905,53.818,20.56,32.905,75.699,0.0,20.02,20.56,20.081,29.878,20.081,77.687,20.02,0.0,20.56,53.818,77.687,17.435,0.0,0.0,32.905,20.081,0.0,17.435,75.699,20.56,17.435,20.081,20.56,77.687,75.699,29.878,20.56,20.081,32.905,20.56,29.878,20.56,32.905,32.905,17.435
INST0280_N25_W10_P016,35.228,50.317,147.866,35.228,86.82,50.317,0.0,28.407,86.82,43.098,50.317,61.972,36.679,50.317,92.961,17.435,35.228,36.679,28.407,43.098,28.407,86.82,35.228,17.435,36.679,61.972,86.82,0.0,17.435,17.435,50.317,28.407,17.435,0.0,92.961,36.679,0.0,28.407,36.679,86.82,92.961,43.098,36.679,28.407,50.317,36.679,43.098,36.679,50.317,50.317,0.0
INST0280_N25_W10_D016,64.294,43.046,128.123,64.294,70.587,43.046,92.961,78.578,70.587,56.961,43.046,68.471,57.051,43.046,0.0,75.699,64.294,57.051,78.578,56.961,78.578,70.587,64.294,75.699,57.051,68.471,70.587,92.961,75.699,75.699,43.046,78.578,75.699,92.961,0.0,57.051,92.961,78.578,57.051,70.587,0.0,56.961,57.051,78.578,43.046,57.051,56.961,57.051,43.046,43.046,92.961
INST0280_N25_W10_P017,23.331,17.238,127.423,23.331,61.567,17.238,36.679,33.728,61.567,12.767,17.238,40.204,0.0,17.238,57.051,20.56,23.331,0.0,33.728,12.767,33.728,61.567,23.331,20.56,0.0,40.204,61.567,36.679,20.56,20.56,17.238,33.728,20.56,36.679,57.051,0.0,36.679,33.728,0.0,61.567,57.051,12.767,0.0,33.728,17.238,0.0,12.767,0.0,17.238,17.238,36.679
INST0280_N25_W10_D017,35.228,50.317,147.866,35.228,86.82,50.317,0.0,28.407,86.82,43.098,50.317,61.972,36.679,50.317,92.961,17.435,35.228,36.679,28.407,43.098,28.407,86.82,35.228,17.435,36.679,61.972,86.82,0.0,17.435,17.435,50.317,28.407,17.435,0.0,92.961,36.679,0.0,28.407,36.679,86.82,92.961,43.098,36.679,28.407,50.317,36.679,43.098,36.679,50.317,50.317,0.0
