,depot,INST0244_N22_W04_P000,INST0244_N22_W04_D000,INST0244_N22_W04_P001,INST0244_N22_W04_D001,INST0244_N22_W04_P002,INST0244_N22_W04_D002,INST0244_N22_W04_P003,INST0244_N22_W04_D003,INST0244_N22_W04_P004,INST0244_N22_W04_D004,INST0244_N22_W04_P005,INST0244_N22_W04_D005,INST0244_N22_W04_P006,INST0244_N22_W04_D006,INST0244_N22_W04_P007,INST0244_N22_W04_D007,INST0244_N22_W04_P008,INST0244_N22_W04_D008,INST0244_N22_W04_P009,INST0244_N22_W04_D009,INST0244_N22_W04_P010,INST0244_N22_W04_D010,INST0244_N22_W04_P011,INST0244_N22_W04_D011,INST0244_N22_W04_P012,INST0244_N22_W04_D012,INST0244_N22_W04_P013,INST0244_N22_W04_D013,INST0244_N22_W04_P014,INST0244_N22_W04_D014,INST0244_N22_W04_P015,INST0244_N22_W04_D015,INST0244_N22_W04_P016,INST0244_N22_W04_D016,INST0244_N22_W04_P017,INST0244_N22_W04_D017,INST0244_N22_W04_P018,INST0244_N22_W04_D018,INST0244_N22_W04_P019,INST0244_N22_W04_D019,INST0244_N22_W04_P020,INST0244_N22_W04_D020,INST0244_N22_W04_P021,INST0244_N22_W04_D021
depot,0.0,0.0,104.062,71.944,104.634,54.132,120.757,14.722,71.944,14.722,120.757,71.944,93.687,0.0,104.062,54.132,104.062,54.132,109.245,54.132,71.944,0.0,120.757,0.0,115.807,0.0,54.132,14.722,130.825,0.0,104.062,54.132,71.944,54.132,0.0,0.0,93.687,14.722,93.687,71.944,93.687,14.722,54.132,14.722,0.0
INST0244_N22_W04_P000,0.0,0.0,104.062,71.944,104.634,54.132,120.757,14.722,71.944,14.722,120.757,71.944,93.687,0.0,104.062,54.132,104.062,54.132,109.245,54.132,71.944,0.0,120.757,0.0,115.807,0.0,54.132,14.722,130.825,0.0,104.062,54.132,71.944,54.132,0.0,0.0,93.687,14.722,93.687,71.944,93.687,14.722,54.132,14.722,0.0
INST0244_N22_W04_D000,104.062,104.062,0.0,32.833,46.592,50.28,29.954,90.122,32.833,90.122,29.954,32.833,10.426,104.062,0.0,50.28,0.0,50.28,14.077,50.28,32.833,104.062,29.954,104.062,16.791,104.062,50.28,90.122,27.544,104.062,0.0,50.28,32.833,50.28,104.062,104.062,10.426,90.122,10.426,32.833,10.426,90.122,50.28,90.122,104.062
INST0244_N22_W04_P001,71.944,71.944,32.833,0.0,55.918,20.342,50.611,57.687,0.0,57.687,50.611,0.0,22.455,71.944,32.833,20.342,32.833,20.342,41.349,20.342,0.0,71.944,50.611,71.944,43.952,71.944,20.342,57.687,58.923,71.944,32.833,20.342,0.0,20.342,71.944,71.944,22.455,57.687,22.455,0.0,22.455,57.687,20.342,57.687,71.944
INST0244_N22_W04_D001,104.634,104.634,46.592,55.918,0.0,57.646,75.918,94.442,55.918,94.442,75.918,55.918,46.518,104.634,46.592,57.646,46.592,57.646,35.155,57.646,55.918,104.634,75.918,104.634,61.821,104.634,57.646,94.442,64.172,104.634,46.592,57.646,55.918,57.646,104.634,104.634,46.518,94.442,46.518,55.918,46.518,94.442,57.646,94.442,104.634
INST0244_N22_W04_P002,54.132,54.132,50.28,20.342,57.646,0.0,70.903,40.846,20.342,40.846,70.903,20.342,40.063,54.132,50.28,0.0,50.28,0.0,55.217,0.0,20.342,54.132,70.903,54.132,63.444,54.132,0.0,40.846,77.525,54.132,50.28,0.0,20.342,0.0,54.132,54.132,40.063,40.846,40.063,20.342,40.063,40.846,0.0,40.846,54.132
INST0244_N22_W04_D002,120.757,120.757,29.954,50.611,75.918,70.903,0.0,106.091,50.611,106.091,0.0,50.611,35.196,120.757,29.954,70.903,29.954,70.903,41.092,70.903,50.611,120.757,0.0,120.757,14.239,120.757,70.903,106.091,23.199,120.757,29.954,70.903,50.611,70.903,120.757,120.757,35.196,106.091,35.196,50.611,35.196,106.091,70.903,106.091,120.757
INST0244_N22_W04_P003,14.722,14.722,90.122,57.687,94.442,40.846,106.091,0.0,57.687,0.0,106.091,57.687,79.708,14.722,90.122,40.846,90.122,40.846,96.036,40.846,57.687,14.722,106.091,14.722,101.402,14.722,40.846,0.0,116.61,14.722,90.122,40.846,57.687,40.846,14.722,14.722,79.708,0.0,79.708,57.687,79.708,0.0,40.846,0.0,14.722
INST0244_N22_W04_D003,71.944,71.944,32.833,0.0,55.918,20.342,50.611,57.687,0.0,57.687,50.611,0.0,22.455,71.944,32.833,20.342,32.833,20.342,41.349,20.342,0.0,71.944,50.611,71.944,43.952,71.944,20.342,57.687,58.923,71.944,32.833,20.342,0.0,20.342,71.944,71.944,22.455,57.687,22.455,0.0,22.455,57.687,20.342,57.687,71.944
INST0244_N22_W04_P004,14.722,14.722,90.122,57.687,94.442,40.846,106.091,0.0,57.687,0.0,106.091,57.687,79.708,14.722,90.122,40.846,90.122,40.846,96.036,40.846,57.687,14.722,106.091,14.722,101.402,14.722,40.846,0.0,116.61,14.722,90.122,40.846,57.687,40.846,14.722,14.722,79.708,0.0,79.708,57.687,79.708,0.0,40.846,0.0,14.722
INST0244_N22_W04_D004,120.757,120.757,29.954,50.611,75.918,70.903,0.0,106.091,50.611,106.091,0.0,50.611,35.196,120.757,29.954,70.903,29.954,70.903,41.092,70.903,50.611,120.757,0.0,120.757,14.239,120.757,70.903,106.091,23.199,120.757,29.954,70.903,50.611,70.903,120.757,120.757,35.196,106.091,35.196,50.611,35.196,106.091,70.903,106.091,120.757
INST0244_N22_W04_P005,71.944,71.944,32.833,0.0,55.918,20.342,50.611,57.687,0.0,57.687,50.611,0.0,22.455,71.944,32.833,20.342,32.833,20.342,41.349,20.342,0.0,71.944,50.611,71.944,43.952,71.944,20.342,57.687,58.923,71.944,32.833,20.342,0.0,20.342,71.944,71.944,22.455,57.687,22.455,0.0,22.455,57.687,20.342,57.687,71.944
INST0244_N22_W04_D005,93.687,93.687,10.426,22.455,46.518,40.063,35.196,79.708,22.455,79.708,35.196,22.455,0.0,93.687,10.426,40.063,10.426,40.063,20.581,40.063,22.455,93.687,35.196,93.687,24.4,93.687,40.063,79.708,37.477,93.687,10.426,40.063,22.455,40.063,93.687,93.687,0.0,79.708,0.0,22.455,0.0,79.708,40.063,79.708,93.687
INST0244_N22_W04_P006,0.0,0.0,104.062,71.944,104.634,54.132,120.757,14.722,71.944,14.722,120.757,71.944,93.687,0.0,104.062,54.132,104.062,54.132,109.245,54.132,71.944,0.0,120.757,0.0,115.807,0.0,54.132,14.722,130.825,0.0,104.062,54.132,71.944,54.132,0.0,0.0,93.687,14.722,93.687,71.944,93.687,14.722,54.132,14.722,0.0
INST0244_N22_W04_D006,104.062,104.062,0.0,32.833,46.592,50.28,29.954,90.122,32.833,90.122,29.954,32.833,10.426,104.062,0.0,50.28,0.0,50.28,14.077,50.28,32.833,104.062,29.954,104.062,16.791,104.062,50.28,90.122,27.544,104.062,0.0,50.28,32.833,50.28,104.062,104.062,10.426,90.122,10.426,32.833,10.426,90.122,50.28,90.122,104.062
INST0244_N22_W04_P007,54.132,54.132,50.28,20.342,57.646,0.0,70.903,40.846,20.342,40.846,70.903,20.342,40.063,54.132,50.28,0.0,50.28,0.0,55.217,0.0,20.342,54.132,70.903,54.132,63.444,54.132,0.0,40.846,77.525,54.132,50.28,0.0,20.342,0.0,54.132,54.132,40.063,40.846,40.063,20.342,40.063,40.846,0.0,40.846,54.132
INST0244_N22_W04_D007,104.062,104.062,0.0,32.833,46.592,50.28,29.954,90.122,32.833,90.122,29.954,32.833,10.426,104.062,0.0,50.28,0.0,50.28,14.077,50.28,32.833,104.062,29.954,104.062,16.791,104.062,50.28,90.122,27.544,104.062,0.0,50.28,32.833,50.28,104.062,104.062,10.426,90.122,10.426,32.833,10.426,90.122,50.28,90.122,104.062
INST0244_N22_W04_P008,54.132,54.132,50.28,20.342,57.646,0.0,70.903,40.846,20.342,40.846,70.903,20.342,40.063,54.132,50.28,0.0,50.28,0.0,55.217,0.0,20.342,54.132,70.903,54.132,63.444,54.132,0.0,40.846,77.525,54.132,50.28,0.0,20.342,0.0,54.132,54.132,40.063,40.846,40.063,20.342,40.063,40.846,0.0,40.846,54.132
INST0244_N22_W04_D008,109.245,109.245,14.077,41.349,35.155,55.217,41.092,96.036,41.349,96.036,41.092,41.349,20.581,109.245,14.077,55.217,14.077,55.217,0.0,55.217,41.349,109.245,41.092,109.245,26.872,109.245,55.217,96.036,30.344,109.245,14.077,55.217,41.349,55.217,109.245,109.245,20.581,96.036,20.581,41.349,20.581,96.036,55.217,96.036,109.245
INST0244_N22_W04_P009,54.132,54.132,50.28,20.342,57.646,0.0,70.903,40.846,20.342,40.846,70.903,20.342,40.063,54.132,50.28,0.0,50.28,0.0,55.217,0.0,20.342,54.132,70.903,54.132,63.444,54.132,0.0,40.846,77.525,54.132,50.28,0.0,20.342,0.0,54.132,54.132,40.063,40.846,40.063,20.342,40.063,40.846,0.0,40.846,54.132
