,depot,INST0154_N15_W04_P000,INST0154_N15_W04_D000,INST0154_N15_W04_P001,INST0154_N15_W04_D001,INST0154_N15_W04_P002,INST0154_N15_W04_D002,INST0154_N15_W04_P003,INST0154_N15_W04_D003,INST0154_N15_W04_P004,INST0154_N15_W04_D004,INST0154_N15_W04_P005,INST0154_N15_W04_D005,INST0154_N15_W04_P006,INST0154_N15_W04_D006,INST0154_N15_W04_P007,INST0154_N15_W04_D007,INST0154_N15_W04_P008,INST0154_N15_W04_D008,INST0154_N15_W04_P009,INST0154_N15_W04_D009,INST0154_N15_W04_P010,INST0154_N15_W04_D010,INST0154_N15_W04_P011,INST0154_N15_W04_D011,INST0154_N15_W04_P012,INST0154_N15_W04_D012,INST0154_N15_W04_P013,INST0154_N15_W04_D013,INST0154_N15_W04_P014,INST0154_N15_W04_D014
depot,0.0,14.722,93.687,71.944,14.722,0.0,54.132,71.944,130.825,71.944,14.722,14.722,115.807,71.944,123.055,54.132,71.944,0.0,120.757,14.722,0.0,0.0,104.062,54.132,14.722,14.722,104.634,0.0,123.055,54.132,123.055
INST0154_N15_W04_P000,14.722,0.0,79.708,57.687,0.0,14.722,40.846,57.687,116.61,57.687,0.0,0.0,101.402,57.687,109.164,40.846,57.687,14.722,106.091,0.0,14.722,14.722,90.122,40.846,0.0,0.0,94.442,14.722,109.164,40.846,109.164
INST0154_N15_W04_D000,93.687,79.708,0.0,22.455,79.708,93.687,40.063,22.455,37.477,22.455,79.708,79.708,24.4,22.455,29.48,40.063,22.455,93.687,35.196,79.708,93.687,93.687,10.426,40.063,79.708,79.708,46.518,93.687,29.48,40.063,29.48
INST0154_N15_W04_P001,71.944,57.687,22.455,0.0,57.687,71.944,20.342,0.0,58.923,0.0,57.687,57.687,43.952,0.0,51.842,20.342,0.0,71.944,50.611,57.687,71.944,71.944,32.833,20.342,57.687,57.687,55.918,71.944,51.842,20.342,51.842
INST0154_N15_W04_D001,14.722,0.0,79.708,57.687,0.0,14.722,40.846,57.687,116.61,57.687,0.0,0.0,101.402,57.687,109.164,40.846,57.687,14.722,106.091,0.0,14.722,14.722,90.122,40.846,0.0,0.0,94.442,14.722,109.164,40.846,109.164
INST0154_N15_W04_P002,0.0,14.722,93.687,71.944,14.722,0.0,54.132,71.944,130.825,71.944,14.722,14.722,115.807,71.944,123.055,54.132,71.944,0.0,120.757,14.722,0.0,0.0,104.062,54.132,14.722,14.722,104.634,0.0,123.055,54.132,123.055
INST0154_N15_W04_D002,54.132,40.846,40.063,20.342,40.846,54.132,0.0,20.342,77.525,20.342,40.846,40.846,63.444,20.342,69.129,0.0,20.342,54.132,70.903,40.846,54.132,54.132,50.28,0.0,40.846,40.846,57.646,54.132,69.129,0.0,69.129
INST0154_N15_W04_P003,71.944,57.687,22.455,0.0,57.687,71.944,20.342,0.0,58.923,0.0,57.687,57.687,43.952,0.0,51.842,20.342,0.0,71.944,50.611,57.687,71.944,71.944,32.833,20.342,57.687,57.687,55.918,71.944,51.842,20.342,51.842
INST0154_N15_W04_D003,130.825,116.61,37.477,58.923,116.61,130.825,77.525,58.923,0.0,58.923,116.61,116.61,16.399,58.923,11.735,77.525,58.923,130.825,23.199,116.61,130.825,130.825,27.544,77.525,116.61,116.61,64.172,130.825,11.735,77.525,11.735
INST0154_N15_W04_P004,71.944,57.687,22.455,0.0,57.687,71.944,20.342,0.0,58.923,0.0,57.687,57.687,43.952,0.0,51.842,20.342,0.0,71.944,50.611,57.687,71.944,71.944,32.833,20.342,57.687,57.687,55.918,71.944,51.842,20.342,51.842
INST0154_N15_W04_D004,14.722,0.0,79.708,57.687,0.0,14.722,40.846,57.687,116.61,57.687,0.0,0.0,101.402,57.687,109.164,40.846,57.687,14.722,106.091,0.0,14.722,14.722,90.122,40.846,0.0,0.0,94.442,14.722,109.164,40.846,109.164
INST0154_N15_W04_P005,14.722,0.0,79.708,57.687,0.0,14.722,40.846,57.687,116.61,57.687,0.0,0.0,101.402,57.687,109.164,40.846,57.687,14.722,106.091,0.0,14.722,14.722,90.122,40.846,0.0,0.0,94.442,14.722,109.164,40.846,109.164
INST0154_N15_W04_D005,115.807,101.402,24.4,43.952,101.402,115.807,63.444,43.952,16.399,43.952,101.402,101.402,0.0,43.952,16.35,63.444,43.952,115.807,14.239,101.402,115.807,115.807,16.791,63.444,101.402,101.402,61.821,115.807,16.35,63.444,16.35
INST0154_N15_W04_P006,71.944,57.687,22.455,0.0,57.687,71.944,20.342,0.0,58.923,0.0,57.687,57.687,43.952,0.0,51.842,20.342,0.0,71.944,50.611,57.687,71.944,71.944,32.833,20.342,57.687,57.687,55.918,71.944,51.842,20.342,51.842
INST0154_N15_W04_D006,123.055,109.164,29.48,51.842,109.164,123.055,69.129,51.842,11.735,51.842,109.164,109.164,16.35,51.842,0.0,69.129,51.842,123.055,28.769,109.164,123.055,123.055,19.054,69.129,109.164,109.164,52.507,123.055,0.0,69.129,0.0
INST0154_N15_W04_P007,54.132,40.846,40.063,20.342,40.846,54.132,0.0,20.342,77.525,20.342,40.846,40.846,63.444,20.342,69.129,0.0,20.342,54.132,70.903,40.846,54.132,54.132,50.28,0.0,40.846,40.846,57.646,54.132,69.129,0.0,69.129
INST0154_N15_W04_D007,71.944,57.687,22.455,0.0,57.687,71.944,20.342,0.0,58.923,0.0,57.687,57.687,43.952,0.0,51.842,20.342,0.0,71.944,50.611,57.687,71.944,71.944,32.833,20.342,57.687,57.687,55.918,71.944,51.842,20.342,51.842
INST0154_N15_W04_P008,0.0,14.722,93.687,71.944,14.722,0.0,54.132,71.944,130.825,71.944,14.722,14.722,115.807,71.944,123.055,54.132,71.944,0.0,120.757,14.722,0.0,0.0,104.062,54.132,14.722,14.722,104.634,0.0,123.055,54.132,123.055
INST0154_N15_W04_D008,120.757,106.091,35.196,50.611,106.091,120.757,70.903,50.611,23.199,50.611,106.091,106.091,14.239,50.611,28.769,70.903,50.611,120.757,0.0,106.091,120.757,120.757,29.954,70.903,106.091,106.091,75.918,120.757,28.769,70.903,28.769
INST0154_N15_W04_P009,14.722,0.0,79.708,57.687,0.0,14.722,40.846,57.687,116.61,57.687,0.0,0.0,101.402,57.687,109.164,40.846,57.687,14.722,106.091,0.0,14.722,14.722,90.122,40.846,0.0,0.0,94.442,14.722,109.164,40.846,109.164
INST0154_N15_W04_D009,0.0,14.722,93.687,71.944,14.722,0.0,54.132,71.944,130.825,71.944,14.722,14.722,115.807,71.944,123.055,54.132,71.944,0.0,120.757,14.722,0.0,0.0,104.062,54.132,14.722,14.722,104.634,0.0,123.055,54.132,123.055
INST0154_N15_W04_P010,0.0,14.722,93.687,71.944,14.722,0.0,54.132,71.944,130.825,71.944,14.722,14.722,115.807,71.944,123.055,54.132,71.944,0.0,120.757,14.722,0.0,0.0,104.062,54.132,14.722,14.722,104.634,0.0,123.055,54.132,123.055
INST0154_N15_W04_D010,104.062,90.122,10.426,32.833,90.122,104.062,50.28,32.833,27.544,32.833,90.122,90.122,16.791,32.833,19.054,50.28,32.833,104.062,29.954,90.122,104.062,104.062,0.0,50.28,90.122,90.122,46.592,104.062,19.054,50.28,19.054
INST0154_N15_W04_P011,54.132,40.846,40.063,20.342,40.846,54.132,0.0,20.342,77.525,20.342,40.846,40.846,63.444,20.342,69.129,0.0,20.342,54.132,70.903,40.846,54.132,54.132,50.28,0.0,40.846,40.846,57.646,54.132,69.129,0.0,69.129
INST0154_N15_W04_D011,14.722,0.0,79.708,57.687,0.0,14.722,40.846,57.687,116.61,57.687,0.0,0.0,101.402,57.687,109.164,40.846,57.687,14.722,106.091,0.0,14.722,14.722,90.122,40.846,0.0,0.0,94.442,14.722,109.164,40.846,109.164
INST0154_N15_W04_P012,14.722,0.0,79.708,57.687,0.0,14.722,40.846,57.687,116.61,57.687,0.0,0.0,101.402,57.687,109.164,40.846,57.687,14.722,106.091,0.0,14.722,14.722,90.122,40.846,0.0,0.0,94.442,14.722,109.164,40.846,109.164
INST0154_N15_W04_D012,104.634,94.442,46.518,55.918,94.442,104.634,57.646,55.918,64.172,55.918,94.442,94.442,61.821,55.918,52.507,57.646,55.918,104.634,75.918,94.442,104.634,104.634,46.592,57.646,94.442,94.442,0.0,104.634,52.507,57.646,52.507
