,depot,INST0283_N25_W13_P000,INST0283_N25_W13_D000,INST0283_N25_W13_P001,INST0283_N25_W13_D001,INST0283_N25_W13_P002,INST0283_N25_W13_D002,INST0283_N25_W13_P003,INST0283_N25_W13_D003,INST0283_N25_W13_P004,INST0283_N25_W13_D004,INST0283_N25_W13_P005,INST0283_N25_W13_D005,INST0283_N25_W13_P006,INST0283_N25_W13_D006,INST0283_N25_W13_P007,INST0283_N25_W13_D007,INST0283_N25_W13_P008,INST0283_N25_W13_D008,INST0283_N25_W13_P009,INST0283_N25_W13_D009,INST0283_N25_W13_P010,INST0283_N25_W13_D010,INST0283_N25_W13_P011,INST0283_N25_W13_D011,INST0283_N25_W13_P012,INST0283_N25_W13_D012,INST0283_N25_W13_P013,INST0283_N25_W13_D013,INST0283_N25_W13_P014,INST0283_N25_W13_D014,INST0283_N25_W13_P015,INST0283_N25_W13_D015,INST0283_N25_W13_P016,INST0283_N25_W13_D016,INST0283_N25_W13_P017,INST0283_N25_W13_D017,INST0283_N25_W13_P018,INST0283_N25_W13_D018,INST0283_N25_W13_P019,INST0283_N25_W13_D019,INST0283_N25_W13_P020,INST0283_N25_W13_D020,INST0283_N25_W13_P021,INST0283_N25_W13_D021,INST0283_N25_W13_P022,INST0283_N25_W13_D022,INST0283_N25_W13_P023,INST0283_N25_W13_D023,INST0283_N25_W13_P024,INST0283_N25_W13_D024
depot,0.0,14.722,96.036,0.0,96.036,14.722,90.122,40.846,106.091,79.708,106.091,40.846,0.0,79.708,116.61,57.687,109.164,79.708,109.164,14.722,106.091,40.846,101.402,57.687,40.846,14.722,79.708,14.722,40.846,40.846,79.708,57.687,106.091,40.846,0.0,57.687,90.122,0.0,96.036,79.708,101.402,57.687,40.846,0.0,106.091,14.722,96.036,57.687,101.402,40.846,109.164
INST0283_N25_W13_P000,14.722,0.0,109.245,14.722,109.245,0.0,104.062,54.132,120.757,93.687,120.757,54.132,14.722,93.687,130.825,71.944,123.055,93.687,123.055,0.0,120.757,54.132,115.807,71.944,54.132,0.0,93.687,0.0,54.132,54.132,93.687,71.944,120.757,54.132,14.722,71.944,104.062,14.722,109.245,93.687,115.807,71.944,54.132,14.722,120.757,0.0,109.245,71.944,115.807,54.132,123.055
INST0283_N25_W13_D000,96.036,109.245,0.0,96.036,0.0,109.245,14.077,55.217,41.092,20.581,41.092,55.217,96.036,20.581,30.344,41.349,18.744,20.581,18.744,109.245,41.092,55.217,26.872,41.349,55.217,109.245,20.581,109.245,55.217,55.217,20.581,41.349,41.092,55.217,96.036,41.349,14.077,96.036,0.0,20.581,26.872,41.349,55.217,96.036,41.092,109.245,0.0,41.349,26.872,55.217,18.744
INST0283_N25_W13_P001,0.0,14.722,96.036,0.0,96.036,14.722,90.122,40.846,106.091,79.708,106.091,40.846,0.0,79.708,116.61,57.687,109.164,79.708,109.164,14.722,106.091,40.846,101.402,57.687,40.846,14.722,79.708,14.722,40.846,40.846,79.708,57.687,106.091,40.846,0.0,57.687,90.122,0.0,96.036,79.708,101.402,57.687,40.846,0.0,106.091,14.722,96.036,57.687,101.402,40.846,109.164
INST0283_N25_W13_D001,96.036,109.245,0.0,96.036,0.0,109.245,14.077,55.217,41.092,20.581,41.092,55.217,96.036,20.581,30.344,41.349,18.744,20.581,18.744,109.245,41.092,55.217,26.872,41.349,55.217,109.245,20.581,109.245,55.217,55.217,20.581,41.349,41.092,55.217,96.036,41.349,14.077,96.036,0.0,20.581,26.872,41.349,55.217,96.036,41.092,109.245,0.0,41.349,26.872,55.217,18.744
INST0283_N25_W13_P002,14.722,0.0,109.245,14.722,109.245,0.0,104.062,54.132,120.757,93.687,120.757,54.132,14.722,93.687,130.825,71.944,123.055,93.687,123.055,0.0,120.757,54.132,115.807,71.944,54.132,0.0,93.687,0.0,54.132,54.132,93.687,71.944,120.757,54.132,14.722,71.944,104.062,14.722,109.245,93.687,115.807,71.944,54.132,14.722,120.757,0.0,109.245,71.944,115.807,54.132,123.055
INST0283_N25_W13_D002,90.122,104.062,14.077,90.122,14.077,104.062,0.0,50.28,29.954,10.426,29.954,50.28,90.122,10.426,27.544,32.833,19.054,10.426,19.054,104.062,29.954,50.28,16.791,32.833,50.28,104.062,10.426,104.062,50.28,50.28,10.426,32.833,29.954,50.28,90.122,32.833,0.0,90.122,14.077,10.426,16.791,32.833,50.28,90.122,29.954,104.062,14.077,32.833,16.791,50.28,19.054
INST0283_N25_W13_P003,40.846,54.132,55.217,40.846,55.217,54.132,50.28,0.0,70.903,40.063,70.903,0.0,40.846,40.063,77.525,20.342,69.129,40.063,69.129,54.132,70.903,0.0,63.444,20.342,0.0,54.132,40.063,54.132,0.0,0.0,40.063,20.342,70.903,0.0,40.846,20.342,50.28,40.846,55.217,40.063,63.444,20.342,0.0,40.846,70.903,54.132,55.217,20.342,63.444,0.0,69.129
INST0283_N25_W13_D003,106.091,120.757,41.092,106.091,41.092,120.757,29.954,70.903,0.0,35.196,0.0,70.903,106.091,35.196,23.199,50.611,28.769,35.196,28.769,120.757,0.0,70.903,14.239,50.611,70.903,120.757,35.196,120.757,70.903,70.903,35.196,50.611,0.0,70.903,106.091,50.611,29.954,106.091,41.092,35.196,14.239,50.611,70.903,106.091,0.0,120.757,41.092,50.611,14.239,70.903,28.769
INST0283_N25_W13_P004,79.708,93.687,20.581,79.708,20.581,93.687,10.426,40.063,35.196,0.0,35.196,40.063,79.708,0.0,37.477,22.455,29.48,0.0,29.48,93.687,35.196,40.063,24.4,22.455,40.063,93.687,0.0,93.687,40.063,40.063,0.0,22.455,35.196,40.063,79.708,22.455,10.426,79.708,20.581,0.0,24.4,22.455,40.063,79.708,35.196,93.687,20.581,22.455,24.4,40.063,29.48
