,depot,INST0250_N22_W10_P000,INST0250_N22_W10_D000,INST0250_N22_W10_P001,INST0250_N22_W10_D001,INST0250_N22_W10_P002,INST0250_N22_W10_D002,INST0250_N22_W10_P003,INST0250_N22_W10_D003,INST0250_N22_W10_P004,INST0250_N22_W10_D004,INST0250_N22_W10_P005,INST0250_N22_W10_D005,INST0250_N22_W10_P006,INST0250_N22_W10_D006,INST0250_N22_W10_P007,INST0250_N22_W10_D007,INST0250_N22_W10_P008,INST0250_N22_W10_D008,INST0250_N22_W10_P009,INST0250_N22_W10_D009,INST0250_N22_W10_P010,INST0250_N22_W10_D010,INST0250_N22_W10_P011,INST0250_N22_W10_D011,INST0250_N22_W10_P012,INST0250_N22_W10_D012,INST0250_N22_W10_P013,INST0250_N22_W10_D013,INST0250_N22_W10_P014,INST0250_N22_W10_D014,INST0250_N22_W10_P015,INST0250_N22_W10_D015,INST0250_N22_W10_P016,INST0250_N22_W10_D016,INST0250_N22_W10_P017,INST0250_N22_W10_D017,INST0250_N22_W10_P018,INST0250_N22_W10_D018,INST0250_N22_W10_P019,INST0250_N22_W10_D019,INST0250_N22_W10_P020,INST0250_N22_W10_D020,INST0250_N22_W10_P021,INST0250_N22_W10_D021
depot,0.0,23.331,22.951,14.369,84.648,35.228,133.671,63.48,84.648,36.098,150.679,14.369,63.48,35.228,20.02,23.331,36.098,0.0,64.294,64.294,23.331,0.0,22.951,22.951,64.294,20.02,63.48,23.331,36.098,14.369,35.228,35.228,150.679,0.0,23.331,0.0,23.331,22.951,14.369,84.648,0.0,23.331,64.294,14.369,22.951
INST0250_N22_W10_P000,23.331,0.0,17.238,33.728,61.567,36.679,110.354,40.204,61.567,12.767,127.423,33.728,40.204,36.679,20.56,0.0,12.767,23.331,57.051,57.051,0.0,23.331,17.238,17.238,57.051,20.56,40.204,0.0,12.767,33.728,36.679,36.679,127.423,23.331,0.0,23.331,0.0,17.238,33.728,61.567,23.331,0.0,57.051,33.728,17.238
INST0250_N22_W10_D000,22.951,17.238,0.0,37.156,67.612,50.317,117.595,50.631,67.612,25.201,133.769,37.156,50.631,50.317,32.905,17.238,25.201,22.951,43.046,43.046,17.238,22.951,0.0,0.0,43.046,32.905,50.631,17.238,25.201,37.156,50.317,50.317,133.769,22.951,17.238,22.951,17.238,0.0,37.156,67.612,22.951,17.238,43.046,37.156,0.0
INST0250_N22_W10_P001,14.369,33.728,37.156,0.0,94.929,28.407,142.787,72.151,94.929,45.89,160.194,0.0,72.151,28.407,20.081,33.728,45.89,14.369,78.578,78.578,33.728,14.369,37.156,37.156,78.578,20.081,72.151,33.728,45.89,0.0,28.407,28.407,160.194,14.369,33.728,14.369,33.728,37.156,0.0,94.929,14.369,33.728,78.578,0.0,37.156
INST0250_N22_W10_D001,84.648,61.567,67.612,94.929,0.0,86.82,50.015,24.909,0.0,49.056,66.284,94.929,24.909,86.82,77.687,61.567,49.056,84.648,70.587,70.587,61.567,84.648,67.612,67.612,70.587,77.687,24.909,61.567,49.056,94.929,86.82,86.82,66.284,84.648,61.567,84.648,61.567,67.612,94.929,0.0,84.648,61.567,70.587,94.929,67.612
INST0250_N22_W10_P002,35.228,36.679,50.317,28.407,86.82,0.0,129.907,61.972,86.82,43.098,147.866,28.407,61.972,0.0,17.435,36.679,43.098,35.228,92.961,92.961,36.679,35.228,50.317,50.317,92.961,17.435,61.972,36.679,43.098,28.407,0.0,0.0,147.866,35.228,36.679,35.228,36.679,50.317,28.407,86.82,35.228,36.679,92.961,28.407,50.317
INST0250_N22_W10_D002,133.671,110.354,117.595,142.787,50.015,129.907,0.0,70.637,50.015,97.602,18.026,142.787,70.637,129.907,124.166,110.354,97.602,133.671,115.643,115.643,110.354,133.671,117.595,117.595,115.643,124.166,70.637,110.354,97.602,142.787,129.907,129.907,18.026,133.671,110.354,133.671,110.354,117.595,142.787,50.015,133.671,110.354,115.643,142.787,117.595
INST0250_N22_W10_P003,63.48,40.204,50.631,72.151,24.909,61.972,70.637,0.0,24.909,27.496,88.095,72.151,0.0,61.972,53.818,40.204,27.496,63.48,68.471,68.471,40.204,63.48,50.631,50.631,68.471,53.818,0.0,40.204,27.496,72.151,61.972,61.972,88.095,63.48,40.204,63.48,40.204,50.631,72.151,24.909,63.48,40.204,68.471,72.151,50.631
INST0250_N22_W10_D003,84.648,61.567,67.612,94.929,0.0,86.82,50.015,24.909,0.0,49.056,66.284,94.929,24.909,86.82,77.687,61.567,49.056,84.648,70.587,70.587,61.567,84.648,67.612,67.612,70.587,77.687,24.909,61.567,49.056,94.929,86.82,86.82,66.284,84.648,61.567,84.648,61.567,67.612,94.929,0.0,84.648,61.567,70.587,94.929,67.612
INST0250_N22_W10_P004,36.098,12.767,25.201,45.89,49.056,43.098,97.602,27.496,49.056,0.0,114.719,45.89,27.496,43.098,29.878,12.767,0.0,36.098,56.961,56.961,12.767,36.098,25.201,25.201,56.961,29.878,27.496,12.767,0.0,45.89,43.098,43.098,114.719,36.098,12.767,36.098,12.767,25.201,45.89,49.056,36.098,12.767,56.961,45.89,25.201
