,depot,INST0170_N15_S20_P000,INST0170_N15_S20_D000,INST0170_N15_S20_P001,INST0170_N15_S20_D001,INST0170_N15_S20_P002,INST0170_N15_S20_D002,INST0170_N15_S20_P003,INST0170_N15_S20_D003,INST0170_N15_S20_P004,INST0170_N15_S20_D004,INST0170_N15_S20_P005,INST0170_N15_S20_D005,INST0170_N15_S20_P006,INST0170_N15_S20_D006,INST0170_N15_S20_P007,INST0170_N15_S20_D007,INST0170_N15_S20_P008,INST0170_N15_S20_D008,INST0170_N15_S20_P009,INST0170_N15_S20_D009,INST0170_N15_S20_P010,INST0170_N15_S20_D010,INST0170_N15_S20_P011,INST0170_N15_S20_D011,INST0170_N15_S20_P012,INST0170_N15_S20_D012,INST0170_N15_S20_P013,INST0170_N15_S20_D013,INST0170_N15_S20_P014,INST0170_N15_S20_D014
depot,0.0,26.3,0.0,24.036,61.869,61.869,0.0,61.869,26.3,83.656,0.0,26.3,0.0,83.656,6.707,83.656,75.176,6.707,24.036,26.3,13.324,24.036,75.176,75.176,67.566,44.645,75.176,61.869,67.566,83.656,26.3
INST0170_N15_S20_P000,26.3,0.0,26.3,26.348,80.067,80.067,26.3,80.067,0.0,108.949,26.3,0.0,26.3,108.949,32.455,108.949,92.948,32.455,26.348,0.0,39.549,26.348,92.948,92.948,46.181,30.556,92.948,80.067,46.181,108.949,0.0
INST0170_N15_S20_D000,0.0,26.3,0.0,24.036,61.869,61.869,0.0,61.869,26.3,83.656,0.0,26.3,0.0,83.656,6.707,83.656,75.176,6.707,24.036,26.3,13.324,24.036,75.176,75.176,67.566,44.645,75.176,61.869,67.566,83.656,26.3
INST0170_N15_S20_P001,24.036,26.348,24.036,0.0,55.105,55.105,24.036,55.105,26.348,102.142,24.036,26.348,24.036,102.142,29.68,102.142,67.557,29.68,0.0,26.348,31.149,0.0,67.557,67.557,72.268,23.863,67.557,55.105,72.268,102.142,26.348
INST0170_N15_S20_D001,61.869,80.067,61.869,55.105,0.0,0.0,61.869,0.0,80.067,87.998,61.869,80.067,61.869,87.998,61.135,87.998,13.307,61.135,55.105,80.067,53.679,55.105,13.307,13.307,126.125,72.248,13.307,0.0,126.125,87.998,80.067
INST0170_N15_S20_P002,61.869,80.067,61.869,55.105,0.0,0.0,61.869,0.0,80.067,87.998,61.869,80.067,61.869,87.998,61.135,87.998,13.307,61.135,55.105,80.067,53.679,55.105,13.307,13.307,126.125,72.248,13.307,0.0,126.125,87.998,80.067
INST0170_N15_S20_D002,0.0,26.3,0.0,24.036,61.869,61.869,0.0,61.869,26.3,83.656,0.0,26.3,0.0,83.656,6.707,83.656,75.176,6.707,24.036,26.3,13.324,24.036,75.176,75.176,67.566,44.645,75.176,61.869,67.566,83.656,26.3
INST0170_N15_S20_P003,61.869,80.067,61.869,55.105,0.0,0.0,61.869,0.0,80.067,87.998,61.869,80.067,61.869,87.998,61.135,87.998,13.307,61.135,55.105,80.067,53.679,55.105,13.307,13.307,126.125,72.248,13.307,0.0,126.125,87.998,80.067
INST0170_N15_S20_D003,26.3,0.0,26.3,26.348,80.067,80.067,26.3,80.067,0.0,108.949,26.3,0.0,26.3,108.949,32.455,108.949,92.948,32.455,26.348,0.0,39.549,26.348,92.948,92.948,46.181,30.556,92.948,80.067,46.181,108.949,0.0
INST0170_N15_S20_P004,83.656,108.949,83.656,102.142,87.998,87.998,83.656,87.998,108.949,0.0,83.656,108.949,83.656,0.0,77.018,0.0,94.398,77.018,102.142,108.949,71.877,102.142,94.398,94.398,138.993,125.848,94.398,87.998,138.993,0.0,108.949
