,depot,INST0209_N18_S29_P000,INST0209_N18_S29_D000,INST0209_N18_S29_P001,INST0209_N18_S29_D001,INST0209_N18_S29_P002,INST0209_N18_S29_D002,INST0209_N18_S29_P003,INST0209_N18_S29_D003,INST0209_N18_S29_P004,INST0209_N18_S29_D004,INST0209_N18_S29_P005,INST0209_N18_S29_D005,INST0209_N18_S29_P006,INST0209_N18_S29_D006,INST0209_N18_S29_P007,INST0209_N18_S29_D007,INST0209_N18_S29_P008,INST0209_N18_S29_D008,INST0209_N18_S29_P009,INST0209_N18_S29_D009,INST0209_N18_S29_P010,INST0209_N18_S29_D010,INST0209_N18_S29_P011,INST0209_N18_S29_D011,INST0209_N18_S29_P012,INST0209_N18_S29_D012,INST0209_N18_S29_P013,INST0209_N18_S29_D013,INST0209_N18_S29_P014,INST0209_N18_S29_D014,INST0209_N18_S29_P015,INST0209_N18_S29_D015,INST0209_N18_S29_P016,INST0209_N18_S29_D016,INST0209_N18_S29_P017,INST0209_N18_S29_D017
depot,0.0,54.565,7.008,0.0,65.452,32.298,58.699,32.298,89.072,10.881,54.565,54.565,122.952,54.565,44.339,43.838,32.298,44.339,65.452,25.439,58.699,0.0,89.072,7.008,58.699,44.339,65.452,44.339,10.881,0.0,89.072,7.008,44.339,65.452,58.699,25.439,0.0
INST0209_N18_S29_P000,54.565,0.0,60.745,54.565,113.587,75.908,77.092,75.908,36.733,61.394,0.0,0.0,69.589,0.0,67.889,10.867,75.908,67.889,113.587,55.171,77.092,54.565,36.733,60.745,77.092,67.889,113.587,67.889,61.394,54.565,36.733,60.745,67.889,113.587,77.092,55.171,54.565
INST0209_N18_S29_D000,7.008,60.745,0.0,7.008,58.521,26.505,62.898,26.505,95.708,5.477,60.745,60.745,129.526,60.745,41.761,49.927,26.505,41.761,58.521,24.239,62.898,7.008,95.708,0.0,62.898,41.761,58.521,41.761,5.477,7.008,95.708,0.0,41.761,58.521,62.898,24.239,7.008
INST0209_N18_S29_P001,0.0,54.565,7.008,0.0,65.452,32.298,58.699,32.298,89.072,10.881,54.565,54.565,122.952,54.565,44.339,43.838,32.298,44.339,65.452,25.439,58.699,0.0,89.072,7.008,58.699,44.339,65.452,44.339,10.881,0.0,89.072,7.008,44.339,65.452,58.699,25.439,0.0
INST0209_N18_S29_D001,65.452,113.587,58.521,65.452,0.0,37.715,113.511,37.715,150.208,55.179,113.587,113.587,183.035,113.587,54.903,103.002,37.715,54.903,0.0,59.019,113.511,65.452,150.208,58.521,113.511,54.903,0.0,54.903,55.179,65.452,150.208,58.521,54.903,0.0,113.511,59.019,65.452
INST0209_N18_S29_P002,32.298,75.908,26.505,32.298,37.715,0.0,88.975,0.0,112.576,21.478,75.908,75.908,145.321,75.908,24.954,65.388,0.0,24.954,37.715,21.517,88.975,32.298,112.576,26.505,88.975,24.954,37.715,24.954,21.478,32.298,112.576,26.505,24.954,37.715,88.975,21.517,32.298
INST0209_N18_S29_D002,58.699,77.092,62.898,58.699,113.511,88.975,0.0,88.975,93.449,68.319,77.092,77.092,123.443,77.092,102.776,71.865,88.975,102.776,113.511,83.416,0.0,58.699,93.449,62.898,0.0,102.776,113.511,102.776,68.319,58.699,93.449,62.898,102.776,113.511,0.0,83.416,58.699
INST0209_N18_S29_P003,32.298,75.908,26.505,32.298,37.715,0.0,88.975,0.0,112.576,21.478,75.908,75.908,145.321,75.908,24.954,65.388,0.0,24.954,37.715,21.517,88.975,32.298,112.576,26.505,88.975,24.954,37.715,24.954,21.478,32.298,112.576,26.505,24.954,37.715,88.975,21.517,32.298
INST0209_N18_S29_D003,89.072,36.733,95.708,89.072,150.208,112.576,93.449,112.576,0.0,97.061,36.733,36.733,33.969,36.733,103.829,47.206,112.576,103.829,150.208,91.902,93.449,89.072,0.0,95.708,93.449,103.829,150.208,103.829,97.061,89.072,0.0,95.708,103.829,150.208,93.449,91.902,89.072
INST0209_N18_S29_P004,10.881,61.394,5.477,10.881,55.179,21.478,68.319,21.478,97.061,0.0,61.394,61.394,130.689,61.394,36.46,50.526,21.478,36.46,55.179,19.629,68.319,10.881,97.061,5.477,68.319,36.46,55.179,36.46,0.0,10.881,97.061,5.477,36.46,55.179,68.319,19.629,10.881
